0.2499,2013-03-08 17:59:59.0,7.7501,10699,0,305227847428746000000000,D2I05,2013-03-06 11:26:03.0
0.2499,2013-03-07 17:59:59.0,7.2503,10699,0,12441280258084600000000,D2I05,2013-03-07 05:58:18.0
0.2499,2013-03-07 17:59:59.0,7.0004,10699,0,21886013223823900000000,D2I05,2013-03-07 06:09:34.0
1,2013-03-07 17:59:59.0,0,10705,1,144667580164585000000000,D2J04,2013-03-07 11:49:59.0
0.2499,2013-03-07 17:59:59.0,6.7505,10699,0,50220216026507000000000,D2I05,2013-03-07 07:28:39.0
1.845,2013-03-10 18:59:59.0,4.805,10699,0,182446675837182000000000,D2I05,2013-03-08 08:31:31.0
1,2013-03-08 17:59:59.0,0,10399,1,428009767987839000000000,O9C10,2013-03-08 12:57:06.0
1,2013-03-08 17:59:59.0,0,10399,1,352451887690086000000000,O9C10,2013-03-08 10:51:30.0
1,2013-03-08 17:59:59.0,0,10481,1,31330969245288100000000,D1A02,2013-03-08 11:09:35.0
2.295,2013-03-10 18:59:59.0,2.51,10699,0,210780875062054000000000,D2I05,2013-03-08 08:34:00.0
2.295,2013-03-10 18:59:59.0,0.215,10699,0,220225608252094000000000,D2I05,2013-03-08 08:35:41.0
1,2013-03-08 17:59:59.0,0,10399,1,210780909342628000000000,O9C10,2013-03-08 12:53:49.0
1,2013-03-08 17:59:59.0,0,10399,1,12441456294294200000000,O9C10,2013-03-08 05:13:14.0
